product_id,customer_id,gender,age,category,quantity,price,payment_method,invoice_date,shopping_mall
57,2a2aa0f1-292e-4e7b-9d83-c2a6611ee635,Male,66,Food & Beverage,1,5.23,Cash,7/6/2022,Mall of Istanbul
45,b8a4d8e0-7d45-4b01-a50c-5722ebbd6ed4,Male,65,Clothing,4,1200.32,Debit Card,22/01/2023,Metropol AVM
37,19286260-a36a-4f4f-838f-a9c8a8e8f320,Female,43,Technology,2,2100.0,Cash,22/08/2022,Kanyon
27,5e622ce4-3e60-4fd6-8dc7-3ba25fe1386c,Female,59,Toys,1,35.84,Debit Card,3/10/2021,Kanyon
42,7791d7c8-6e55-46d3-9bd0-6ec9dafc30e0,Female,30,Souvenir,5,58.65,Debit Card,29/07/2021,Kanyon
15,d46efe6e-f4d3-475f-b475-e464de6c9a29,Female,25,Cosmetics,2,81.32,Debit Card,16/12/2022,Metrocity
20,d33a804a-cc40-4dcb-85fd-0511d598dd0c,Female,29,Toys,3,107.52,Debit Card,3/6/2021,Mall of Istanbul
28,177f944f-adcc-4737-bd58-b8a7c3e74079,Female,19,Clothing,2,600.16,Debit Card,17/12/2021,Cevahir AVM
18,caeb9e48-017d-4c5f-b9e5-30bd61f9cec7,Male,62,Clothing,5,1500.4,Credit Card,31/12/2022,Metropol AVM
25,50b60ff4-d2a8-49a2-9ed4-86423424f045,Male,39,Food & Beverage,3,15.69,Cash,9/8/2022,Forum Istanbul
31,d91bccb6-2f39-43bd-8cc3-4cd24920bd6e,Female,33,Clothing,3,900.24,Cash,31/07/2022,Kanyon
5,d02f93a4-8ff3-4f5a-9948-5940b6a524a1,Female,26,Food & Beverage,4,20.92,Debit Card,4/5/2021,Mall of Istanbul
40,23a6680e-2571-4bd9-932b-2b72bd1fc353,Male,43,Technology,3,3150.0,Credit Card,25/05/2022,Viaport Outlet
57,f43e5b4b-5dfa-4194-a54f-f30045cf5f49,Female,40,Food & Beverage,3,15.69,Debit Card,23/12/2022,Kanyon
23,a5c7a90f-c7ac-4065-b1d0-b99eb8e01535,Male,55,Clothing,4,1200.32,Credit Card,24/01/2023,Kanyon
57,02647c9b-3084-4bed-bdd7-472a73593306,Female,24,Clothing,5,1500.4,Credit Card,14/09/2021,Viaport Outlet
24,752842fb-3c9d-4083-b2af-5d0346abe7ba,Male,24,Cosmetics,1,40.66,Cash,4/2/2022,Metrocity
33,21d69663-1e04-4eb3-92e3-f732c6266eac,Female,30,Food & Beverage,5,26.15,Credit Card,6/1/2022,Metrocity
59,af5c2bc3-c4c3-4687-9a7f-ae5f41926a3b,Male,34,Clothing,5,1500.4,Credit Card,1/2/2022,Mall of Istanbul
4,0e5c723d-85dc-49a7-9d2a-a38eb48d7e17,Female,64,Clothing,5,1500.4,Cash,26/10/2022,Cevahir AVM
31,d652b94f-1229-449e-a207-ebc0a51b728c,Female,57,Clothing,5,1500.4,Cash,21/09/2022,Mall of Istanbul
41,8fcebce6-3ca2-4a91-9867-8c300f5ebb84,Male,18,Cosmetics,4,162.64,Credit Card,12/12/2021,Istinye Park
50,6ab81532-6c35-4525-bf7b-13296886c24f,Female,26,Clothing,4,1200.32,Cash,21/08/2021,Zorlu Center
36,ce813e2c-ae86-4fe5-9474-bd53bcee1590,Female,19,Food & Beverage,3,15.69,Debit Card,8/10/2021,Emaar Square Mall
14,2a2de65f-d0be-479f-ad8f-b75e887a56d8,Female,22,Books,3,45.45,Cash,22/11/2021,Kanyon
38,5adbe225-f8f8-4039-9482-8bfcdf0e4883,Male,48,Clothing,1,300.08,Cash,19/03/2022,Kanyon
43,7522302e-03fe-424d-8e9e-f3af10bd781b,Female,56,Souvenir,5,58.65,Cash,19/10/2022,Istinye Park
4,8440eb86-4b2c-466d-acbf-aadd36093d28,Male,35,Clothing,2,600.16,Cash,12/1/2022,Viaport Outlet
35,2bc64f71-5056-4454-85c4-b6d5f34d49a7,Female,60,Toys,4,143.36,Debit Card,7/6/2021,Metrocity
15,63afc3a3-20b8-419e-8810-c180a4826e89,Female,32,Clothing,1,300.08,Credit Card,15/01/2023,Forum Istanbul
44,71d9b554-d708-4e90-9655-d9a67153f80c,Male,27,Clothing,4,1200.32,Credit Card,11/11/2021,Kanyon
33,171e4358-bac4-43cd-bda5-a72e059f1976,Female,56,Clothing,2,600.16,Credit Card,21/09/2022,Istinye Park
3,0af5b1a9-2bb8-4214-9ef6-6a68a79fc4f9,Male,35,Cosmetics,4,162.64,Debit Card,30/05/2021,Metrocity
31,1cc8dd9f-e8fd-4680-8dd4-8df7ab96a81b,Female,68,Clothing,1,300.08,Credit Card,23/12/2021,Metropol AVM
31,0d52e7f0-e9ef-4f6c-8f5a-f20a4f479019,Female,64,Technology,2,2100.0,Cash,30/04/2022,Kanyon
42,a886ac10-7baa-4cf5-aa8b-c63987e97595,Female,60,Toys,4,143.36,Cash,7/6/2021,Forum Istanbul
12,d3d24563-fd87-4744-b194-65a31cbcbbc2,Male,64,Toys,5,179.2,Debit Card,21/02/2022,Kanyon
41,98d7c5ed-777e-4ee1-bdf0-b5ea5abd0075,Female,41,Clothing,3,900.24,Debit Card,26/08/2021,Emaar Square Mall
55,204279d5-e2b2-48d5-8081-a10f2252c732,Male,30,Food & Beverage,5,26.15,Cash,15/12/2021,Metrocity
56,73a6db1b-376a-4a0b-96e1-6c21f0ae41d3,Male,40,Clothing,1,300.08,Debit Card,20/02/2021,Mall of Istanbul
56,96477935-8c7b-43a0-a177-b205f21c0422,Female,29,Clothing,2,600.16,Cash,8/10/2021,Kanyon
31,b3b1c01b-a05d-4ada-aea9-2a190dace81f,Male,25,Clothing,3,900.24,Cash,1/8/2022,Mall of Istanbul
13,c0f5291e-db8c-4d3c-9992-fcc5e37a04ea,Female,60,Clothing,4,1200.32,Cash,9/9/2021,Kanyon
1,7b9df81e-485e-47bf-848e-0a62f5f412db,Female,42,Food & Beverage,5,26.15,Cash,25/10/2021,Metrocity
30,1c08846a-4228-431b-9b6a-0e4431eb0cbc,Male,54,Food & Beverage,1,5.23,Cash,14/12/2021,Metropol AVM
44,be26e17b-32f5-4228-86be-8fba2f48caf9,Female,50,Clothing,5,1500.4,Cash,20/06/2021,Kanyon
23,d0261f70-fd07-4f17-b2f7-546cd2e17d71,Male,54,Clothing,1,300.08,Debit Card,7/4/2021,Metropol AVM
31,6b4b356a-3f04-4325-80d6-0d51af36f311,Female,45,Books,4,60.6,Cash,5/12/2021,Metrocity
33,b2f2fbf1-85e2-495f-bfce-bb107c7f15d3,Female,40,Cosmetics,1,40.66,Credit Card,25/05/2021,Zorlu Center
42,99200bd1-177d-443c-8183-030513066a57,Male,24,Books,3,45.45,Credit Card,12/4/2022,Metrocity
35,dc83788a-86de-4cf6-99ec-eb7a142814d2,Male,40,Clothing,4,1200.32,Cash,16/12/2021,Mall of Istanbul
31,5fc42662-409d-4be1-8a11-21069b300eb0,Female,32,Technology,2,2100.0,Credit Card,21/02/2021,Metropol AVM
50,793d6cec-d825-4450-905e-2cbe0f0bc75d,Female,28,Clothing,3,900.24,Cash,26/10/2021,Mall of Istanbul
45,e9aeb7f3-95ea-47f9-abe7-97123ac0b370,Female,22,Toys,1,35.84,Cash,18/12/2022,Mall of Istanbul
11,404f1a6a-8fd2-4ca5-8d7e-ff96d8a37e02,Female,21,Clothing,1,300.08,Credit Card,19/09/2022,Metrocity
44,18613be9-9706-4fa8-8991-1d0eb58566cb,Female,31,Clothing,2,600.16,Credit Card,1/2/2023,Kanyon
37,d5899630-73db-4cc1-9212-3ba21424bc91,Female,61,Food & Beverage,3,15.69,Credit Card,5/10/2022,Mall of Istanbul
52,8036d836-9830-44e6-9e56-03dc2099b233,Female,67,Cosmetics,2,81.32,Cash,28/11/2021,Kanyon
1,630f3249-f159-47db-83e5-3b998e1a5a10,Male,52,Shoes,5,3000.85,Cash,3/8/2021,Kanyon
59,8ef57a54-d326-4d7b-9837-798f24848cd9,Male,44,Clothing,4,1200.32,Credit Card,12/10/2022,Metropol AVM
48,7634508f-de61-4c39-9ef7-f09f3dc34684,Female,48,Food & Beverage,2,10.46,Credit Card,28/09/2022,Kanyon
46,d4966f71-cccb-43e9-ba2d-3dfaf2542951,Female,53,Food & Beverage,3,15.69,Cash,12/7/2021,Metrocity
24,3390f4b0-7281-4489-9fe4-6f7653c55c23,Male,27,Toys,4,143.36,Cash,3/7/2021,Mall of Istanbul
33,8f0e438a-630b-4329-ba20-e2dceadd0a18,Female,28,Cosmetics,4,162.64,Cash,26/03/2022,Viaport Outlet
2,e13062cf-8fcc-40a2-9c8b-aff199da38da,Female,43,Toys,4,143.36,Credit Card,17/05/2022,Cevahir AVM
51,273acae9-0f00-4b74-bac0-70249b5c7b1b,Male,54,Souvenir,5,58.65,Credit Card,11/4/2022,Kanyon
7,d3ff7b27-6d91-4dc8-b4e5-aca0fcc19f03,Male,41,Food & Beverage,5,26.15,Credit Card,22/10/2021,Kanyon
36,5ae5e28a-98a0-4276-8e92-0aa9f7b084a3,Female,59,Cosmetics,5,203.3,Cash,20/12/2021,Istinye Park
59,8d08e6dd-89d5-46c7-935b-3705e2dc8381,Female,32,Clothing,1,300.08,Credit Card,17/03/2022,Metropol AVM
49,905ca38e-9a7e-4f16-9c79-9fd82a9bfe3c,Female,41,Souvenir,5,58.65,Credit Card,23/06/2022,Metropol AVM
50,2d5c8fe6-c787-49ed-acae-5f1f2ae445b7,Female,30,Technology,3,3150.0,Debit Card,19/06/2021,Mall of Istanbul
45,aaae8076-f2bc-4ac4-87a8-9c8ee991b97f,Male,22,Clothing,1,300.08,Debit Card,30/08/2022,Istinye Park
40,3451b3ee-545a-4266-8b2e-24b3f5f8fcb8,Female,51,Clothing,4,1200.32,Cash,20/11/2021,Cevahir AVM
9,80d593c9-04a1-4dd0-8148-98a174ab719b,Female,23,Food & Beverage,2,10.46,Credit Card,31/07/2021,Viaport Outlet
27,6f487071-1aef-45a3-b2d5-a96d45b149bd,Male,40,Toys,2,71.68,Cash,20/02/2022,Kanyon
18,eacc9f5e-9b23-492c-a11a-a5822e8ca60c,Male,37,Clothing,5,1500.4,Cash,9/2/2023,Emaar Square Mall
58,e93507c1-8824-4e12-a070-2e1f1128c571,Female,24,Clothing,1,300.08,Cash,24/03/2021,Mall of Istanbul
20,4a0480fc-4841-4e10-8557-f0ff1f4aaa91,Male,22,Food & Beverage,1,5.23,Credit Card,25/08/2022,Kanyon
46,c7d8331c-aaf2-4466-9cce-7a5ff99e17ab,Female,61,Cosmetics,4,162.64,Cash,21/10/2021,Kanyon
34,2b85a9a5-99e3-4edd-b114-4d33245a4592,Female,25,Food & Beverage,2,10.46,Credit Card,28/05/2022,Metrocity
56,92c95e0c-b90f-474f-a7d9-d314e0de4dfc,Female,66,Souvenir,5,58.65,Credit Card,5/3/2022,Zorlu Center
23,e635a8a5-8990-4c06-a90f-e16ca9f41572,Female,59,Shoes,1,600.17,Cash,5/10/2021,Kanyon
39,1fe67436-8475-436d-97e6-ec688c25918f,Male,38,Clothing,4,1200.32,Cash,16/04/2021,Metropol AVM
12,888dd91d-7efe-4339-9ee1-472d30074ea9,Male,34,Toys,2,71.68,Debit Card,26/02/2023,Metrocity
4,48f84587-0024-4113-986a-d17ed7d28ad3,Female,26,Clothing,1,300.08,Cash,20/03/2021,Kanyon
41,253bcaee-9cae-4da5-a8a6-09c50a8bd576,Female,59,Souvenir,5,58.65,Cash,15/05/2022,Metrocity
49,ae91b98d-7844-4403-a178-eb5954211dac,Female,53,Toys,1,35.84,Debit Card,31/01/2023,Mall of Istanbul
37,321878ab-bd82-463f-a510-34bd78a3572a,Male,23,Cosmetics,4,162.64,Debit Card,2/10/2021,Viaport Outlet
22,afa84d62-4ae8-4a00-ac55-b8573a405e03,Female,23,Clothing,5,1500.4,Credit Card,3/8/2022,Viaport Outlet
33,75752490-b1ea-4344-85b1-c3dc5afc5f54,Female,66,Technology,3,3150.0,Debit Card,28/03/2021,Cevahir AVM
49,5ade49aa-801c-41dc-b484-3aa3a719bcae,Female,56,Cosmetics,4,162.64,Cash,21/11/2022,Mall of Istanbul
17,2d8e8535-fd42-478c-a91b-339ce2c0deb7,Female,38,Souvenir,2,23.46,Credit Card,12/2/2021,Metropol AVM
22,86e00189-56d9-43b5-b385-52a31f53b829,Male,28,Clothing,3,900.24,Cash,3/4/2021,Cevahir AVM
35,314bbe0f-a371-48c3-8f5a-bc054060b8c1,Female,44,Food & Beverage,1,5.23,Cash,3/7/2022,Metropol AVM
54,5b0f5654-380b-415f-bf91-bce47563f42a,Female,26,Food & Beverage,4,20.92,Cash,14/02/2021,Mall of Istanbul
50,a8cd8358-f889-44dd-ba76-09afae1be513,Female,41,Cosmetics,4,162.64,Credit Card,15/07/2022,Viaport Outlet
12,355c7e94-ab57-43aa-9242-9224c02759ca,Male,50,Clothing,4,1200.32,Cash,12/7/2021,Viaport Outlet
39,ead9e731-c763-4c7e-9885-0a2c214f6447,Female,23,Cosmetics,3,121.98,Cash,19/05/2022,Mall of Istanbul
45,dc850cbc-6f58-4089-9824-8e4e4306e58b,Female,31,Cosmetics,4,162.64,Cash,13/02/2023,Metropol AVM
33,e92d53a0-62fd-455d-802c-4ce29aaa127c,Male,26,Cosmetics,5,203.3,Credit Card,27/11/2022,Forum Istanbul
2,4daa34e8-c10c-471d-8848-a35215e809d9,Female,56,Food & Beverage,3,15.69,Cash,2/3/2021,Viaport Outlet
37,790cda56-9ae0-44d7-b5d5-812ac886e575,Female,34,Toys,4,143.36,Cash,16/10/2021,Kanyon
38,98d332c3-0901-4d44-8442-dd39cb12cb7e,Female,29,Clothing,2,600.16,Cash,4/11/2021,Kanyon
53,6dc09bb6-de5d-4461-bb28-034219bbb17a,Female,20,Clothing,1,300.08,Credit Card,11/1/2023,Mall of Istanbul
3,4ba92e3a-1949-4434-8773-db765f30908d,Female,54,Cosmetics,3,121.98,Credit Card,8/6/2022,Forum Istanbul
50,b4e50465-ee88-415d-bc3c-346c3eb68eff,Male,40,Clothing,4,1200.32,Debit Card,24/05/2021,Metrocity
37,cf359408-544f-4bef-b2c8-8ae7651eff1d,Male,40,Cosmetics,5,203.3,Cash,18/01/2021,Istinye Park
39,93ddbd5e-d9ac-4e9e-a7e9-32f7cc7ed462,Male,21,Books,4,60.6,Cash,22/07/2021,Mall of Istanbul
33,e95d61ce-10ce-4dab-8907-f124b7ba3925,Female,32,Technology,2,2100.0,Cash,25/09/2022,Zorlu Center
22,5257d11a-5a7a-46f3-a7d0-41a0612c7432,Male,47,Clothing,3,900.24,Credit Card,10/9/2021,Metrocity
53,9a90f946-4c8e-46b2-a609-2e5947f731c1,Female,41,Souvenir,3,35.19,Cash,16/01/2022,Cevahir AVM
15,653f7638-81de-402a-9198-d7d06d95000a,Male,33,Cosmetics,5,203.3,Cash,13/11/2022,Kanyon
6,124cb6bf-f3f1-46c8-8a05-f9fc1201fecd,Female,67,Souvenir,2,23.46,Credit Card,14/03/2021,Mall of Istanbul
22,eb389358-bc8f-4b62-968c-bf51815e00fb,Male,37,Cosmetics,3,121.98,Cash,23/07/2022,Istinye Park
31,5e200465-15e9-4577-9d65-0d8c630cfd65,Female,38,Toys,1,35.84,Cash,24/06/2021,Metropol AVM
32,8e2fb962-8175-490d-add1-43e92fd9f78b,Male,28,Shoes,5,3000.85,Credit Card,30/01/2021,Kanyon
11,3d66c44c-e114-47d0-8928-e9012f5680eb,Female,38,Books,1,15.15,Credit Card,17/04/2022,Kanyon
39,11e41e6e-e8cb-400b-a1a4-d460b232788d,Female,56,Cosmetics,1,40.66,Credit Card,23/02/2023,Kanyon
12,a327d7e5-eaea-411e-9d54-e3e069eec8a0,Male,25,Books,3,45.45,Debit Card,5/7/2021,Metropol AVM
6,bafb082c-946a-442a-89d5-c0c391f514d4,Male,66,Books,5,75.75,Cash,31/08/2021,Kanyon
5,6ec1efbd-8c56-4d9e-a5d1-f4e155c42de2,Female,37,Souvenir,2,23.46,Credit Card,9/9/2022,Viaport Outlet
57,65ff6d0d-90a8-4f79-901d-434721c095ee,Female,19,Food & Beverage,2,10.46,Cash,4/11/2021,Mall of Istanbul
